gene	gene_id	lof.oe_ci.upper	is_constrained
NEFL	ENSG00000277586	0.986	FALSE
NEFM	ENSG00000104722	0.541	FALSE
NEGR1	ENSG00000172260	0.429	FALSE
NEIL1	ENSG00000140398	0.924	FALSE
NEIL2	ENSG00000154328	1.565	FALSE
NEIL3	ENSG00000109674	1.051	FALSE
NEK1	ENSG00000137601	0.959	FALSE
NEK10	ENSG00000163491	0.997	FALSE
NEK11	ENSG00000114670	1.167	FALSE
NEK2	ENSG00000117650	0.648	FALSE
NEK3	ENSG00000136098	0.935	FALSE
NEK4	ENSG00000114904	1.158	FALSE
NEK5	ENSG00000197168	0.937	FALSE
NEK6	ENSG00000119408	0.968	FALSE
NEK7	ENSG00000151414	1.045	FALSE
NEK8	ENSG00000160602	0.835	FALSE
NEK9	ENSG00000119638	0.837	FALSE
NELFA	ENSG00000185049	0.959	FALSE
NELFB	ENSG00000188986	0.807	FALSE
NELFCD	ENSG00000101158	0.862	FALSE
NELFE	ENSG00000204356	0.657	FALSE
NELL1	ENSG00000165973	0.826	FALSE
NELL2	ENSG00000184613	0.495	FALSE
NEMF	ENSG00000165525	0.687	FALSE
NEMP1	ENSG00000166881	0.693	FALSE
NEMP2	ENSG00000189362	1.35	FALSE
NENF	ENSG00000117691	1.242	FALSE
NEO1	ENSG00000067141	0.495	FALSE
NEPRO	ENSG00000163608	1.145	FALSE
NES	ENSG00000132688	1.264	FALSE
NET1	ENSG00000173848	1.031	FALSE
NETO1	ENSG00000166342	0.584	FALSE
NETO2	ENSG00000171208	0.627	FALSE
NEU1	ENSG00000204386	1.045	FALSE
NEU2	ENSG00000115488	1.878	FALSE
NEU3	ENSG00000162139	1.273	FALSE
NEU4	ENSG00000204099	1.538	FALSE
NEURL1	ENSG00000107954	1.036	FALSE
NEURL1B	ENSG00000214357	1.048	FALSE
NEURL2	ENSG00000124257	1.579	FALSE
NEURL3	ENSG00000163121	1.915	FALSE
NEURL4	ENSG00000215041	0.382	TRUE
NEUROD1	ENSG00000162992	0.688	FALSE
NEUROD2	ENSG00000171532	0.897	FALSE
NEUROD4	ENSG00000123307	1.191	FALSE
NEUROD6	ENSG00000164600	0.413	FALSE
NEUROG1	ENSG00000181965	1.79	FALSE
NEUROG2	ENSG00000178403	1.45	FALSE
NEUROG3	ENSG00000122859	1.892	FALSE
NEXN	ENSG00000162614	0.878	FALSE
NF1	ENSG00000196712	0.449	FALSE
NF2	ENSG00000186575	0.187	TRUE
NFAM1	ENSG00000235568	1.117	FALSE
NFASC	ENSG00000163531	0.362	TRUE
NFAT5	ENSG00000102908	0.235	TRUE
NFATC1	ENSG00000131196	0.461	FALSE
NFATC2	ENSG00000101096	0.365	TRUE
NFATC2IP	ENSG00000176953	0.988	FALSE
NFATC3	ENSG00000072736	0.611	FALSE
NFATC4	ENSG00000100968	0.5	FALSE
NFE2	ENSG00000123405	0.798	FALSE
NFE2L1	ENSG00000082641	0.417	FALSE
NFE2L2	ENSG00000116044	0.575	FALSE
NFE2L3	ENSG00000050344	1.802	FALSE
NFIA	ENSG00000162599	0.175	TRUE
NFIB	ENSG00000147862	0.3	TRUE
NFIC	ENSG00000141905	0.399	TRUE
NFIL3	ENSG00000165030	0.696	FALSE
NFIX	ENSG00000008441	0.092	TRUE
NFKB1	ENSG00000109320	0.178	TRUE
NFKB2	ENSG00000077150	0.308	TRUE
NFKBIA	ENSG00000100906	0.5	FALSE
NFKBIB	ENSG00000104825	0.831	FALSE
NFKBID	ENSG00000167604	0.704	FALSE
NFKBIE	ENSG00000146232	0.655	FALSE
NFKBIL1	ENSG00000204498	0.98	FALSE
NFKBIZ	ENSG00000144802	0.38	TRUE
NFRKB	ENSG00000170322	0.543	FALSE
NFS1	ENSG00000244005	0.669	FALSE
NFU1	ENSG00000169599	1.544	FALSE
NFX1	ENSG00000086102	0.574	FALSE
NFXL1	ENSG00000170448	0.91	FALSE
NFYA	ENSG00000001167	0.68	FALSE
NFYB	ENSG00000120837	0.877	FALSE
NFYC	ENSG00000066136	0.74	FALSE
NGB	ENSG00000165553	1.452	FALSE
NGDN	ENSG00000129460	1.147	FALSE
NGEF	ENSG00000066248	0.5	FALSE
NGF	ENSG00000134259	0.67	FALSE
NGFR	ENSG00000064300	1.111	FALSE
NGLY1	ENSG00000151092	1.008	FALSE
NGRN	ENSG00000182768	1.616	FALSE
NHEJ1	ENSG00000187736	0.816	FALSE
NHLH1	ENSG00000171786	1.19	FALSE
NHLH2	ENSG00000177551	1.779	FALSE
NHLRC1	ENSG00000187566	1.133	FALSE
NHLRC2	ENSG00000196865	0.724	FALSE
NHLRC3	ENSG00000188811	1.154	FALSE
NHLRC4	ENSG00000257108	1.82	FALSE
NHP2	ENSG00000145912	1.123	FALSE
NHSL1	ENSG00000135540	0.638	FALSE
NIBAN1	ENSG00000135842	1.211	FALSE
NIBAN2	ENSG00000136830	0.563	FALSE
NIBAN3	ENSG00000167483	1.197	FALSE
NICN1	ENSG00000145029	1.034	FALSE
NID1	ENSG00000116962	0.676	FALSE
NID2	ENSG00000087303	0.642	FALSE
NIF3L1	ENSG00000196290	1.018	FALSE
NIFK	ENSG00000155438	0.818	FALSE
NIM1K	ENSG00000177453	1.189	FALSE
NIN	ENSG00000100503	0.62	FALSE
NINJ1	ENSG00000131669	1.103	FALSE
NINJ2	ENSG00000171840	1.554	FALSE
NINL	ENSG00000101004	1.109	FALSE
NIP7	ENSG00000132603	0.91	FALSE
NIPA1	ENSG00000170113	0.832	FALSE
NIPA2	ENSG00000140157	0.69	FALSE
NIPAL1	ENSG00000163293	1.297	FALSE
NIPAL2	ENSG00000104361	1.05	FALSE
NIPAL3	ENSG00000001461	1.092	FALSE
NIPAL4	ENSG00000172548	1.037	FALSE
NIPBL	ENSG00000164190	0.057	TRUE
NIPSNAP1	ENSG00000184117	0.678	FALSE
NIPSNAP2	ENSG00000146729	1.196	FALSE
NIPSNAP3A	ENSG00000136783	1.176	FALSE
NIPSNAP3B	ENSG00000165028	1.146	FALSE
NISCH	ENSG00000010322	0.488	FALSE
NIT1	ENSG00000158793	1.044	FALSE
NIT2	ENSG00000114021	1.249	FALSE
NKAIN1	ENSG00000084628	0.797	FALSE
NKAIN2	ENSG00000188580	0.904	FALSE
NKAIN3	ENSG00000185942	1.448	FALSE
NKAIN4	ENSG00000101198	1.442	FALSE
NKAPD1	ENSG00000150776	0.591	FALSE
NKAPL	ENSG00000189134	0.812	FALSE
NKD1	ENSG00000140807	0.708	FALSE
NKD2	ENSG00000145506	1.688	FALSE
NKG7	ENSG00000105374	0.921	FALSE
NKIRAS1	ENSG00000197885	1.128	FALSE
NKIRAS2	ENSG00000168256	1.068	FALSE
NKPD1	ENSG00000179846	1.73	FALSE
NKTR	ENSG00000114857	0.52	FALSE
NKX1-2	ENSG00000229544	0.894	FALSE
NKX2-1	ENSG00000136352	0.522	FALSE
NKX2-2	ENSG00000125820	0.64	FALSE
NKX2-3	ENSG00000119919	0.561	FALSE
NKX2-4	ENSG00000125816	1.968	FALSE
NKX2-5	ENSG00000183072	0.321	TRUE
NKX2-6	ENSG00000180053	1.687	FALSE
NKX2-8	ENSG00000136327	1.932	FALSE
NKX3-1	ENSG00000167034	1.179	FALSE
NKX3-2	ENSG00000109705	1.203	FALSE
NKX6-1	ENSG00000163623	1.021	FALSE
NKX6-2	ENSG00000148826	1.68	FALSE
NKX6-3	ENSG00000165066	1.24	FALSE
NLE1	ENSG00000073536	0.774	FALSE
NLGN1	ENSG00000169760	0.291	TRUE
NLGN2	ENSG00000169992	0.401	FALSE
NLK	ENSG00000087095	0.308	TRUE
NLN	ENSG00000123213	0.934	FALSE
NLRC3	ENSG00000167984	1.386	FALSE
NLRC4	ENSG00000091106	0.948	FALSE
NLRC5	ENSG00000140853	0.651	FALSE
NLRP1	ENSG00000091592	0.835	FALSE
NLRP10	ENSG00000182261	1.258	FALSE
NLRP11	ENSG00000179873	0.825	FALSE
NLRP12	ENSG00000142405	1.336	FALSE
NLRP13	ENSG00000173572	1.019	FALSE
NLRP14	ENSG00000158077	1.179	FALSE
NLRP2	ENSG00000022556	1.232	FALSE
NLRP3	ENSG00000162711	0.639	FALSE
NLRP4	ENSG00000160505	0.645	FALSE
NLRP5	ENSG00000171487	0.963	FALSE
NLRP6	ENSG00000174885	1.236	FALSE
NLRP7	ENSG00000167634	0.959	FALSE
NLRP8	ENSG00000179709	1.101	FALSE
NLRP9	ENSG00000185792	1.24	FALSE
NLRX1	ENSG00000160703	1.085	FALSE
NMB	ENSG00000197696	1.531	FALSE
NMBR	ENSG00000135577	1.08	FALSE
NMD3	ENSG00000169251	0.876	FALSE
NME1	ENSG00000239672	0.909	FALSE
NME1-NME2	ENSG00000011052	1.147	FALSE
NME2	ENSG00000243678	1.488	FALSE
NME3	ENSG00000103024	1.97	FALSE
NME4	ENSG00000103202	1.602	FALSE
NME5	ENSG00000112981	1.473	FALSE
NME6	ENSG00000172113	1.162	FALSE
NME7	ENSG00000143156	1.197	FALSE
NME8	ENSG00000086288	1.079	FALSE
NME9	ENSG00000181322	1.393	FALSE
NMI	ENSG00000123609	1.46	FALSE
NMNAT1	ENSG00000173614	1.312	FALSE
NMNAT2	ENSG00000157064	0.494	FALSE
NMNAT3	ENSG00000163864	1.427	FALSE
NMRAL1	ENSG00000153406	1.471	FALSE
NMRK1	ENSG00000106733	1.204	FALSE
NMRK2	ENSG00000077009	1.887	FALSE
NMS	ENSG00000204640	1.454	FALSE
NMT1	ENSG00000136448	0.318	TRUE
NMT2	ENSG00000152465	0.737	FALSE
NMU	ENSG00000109255	1.283	FALSE
NMUR1	ENSG00000171596	1.399	FALSE
NMUR2	ENSG00000132911	1.327	FALSE
NNAT	ENSG00000053438	1.154	FALSE
NNMT	ENSG00000166741	1.306	FALSE
NNT	ENSG00000112992	0.588	FALSE
NOA1	ENSG00000084092	0.862	FALSE
NOB1	ENSG00000141101	1.233	FALSE
NOBOX	ENSG00000106410	1.061	FALSE
NOC2L	ENSG00000188976	1.344	FALSE
NOC3L	ENSG00000173145	1.08	FALSE
NOC4L	ENSG00000184967	0.964	FALSE
NOCT	ENSG00000151014	0.754	FALSE
NOD1	ENSG00000106100	0.981	FALSE
NOD2	ENSG00000167207	1.033	FALSE
NODAL	ENSG00000156574	0.854	FALSE
NOG	ENSG00000183691	0.367	TRUE
NOL10	ENSG00000115761	1.007	FALSE
NOL11	ENSG00000130935	0.803	FALSE
NOL12	ENSG00000273899	1.369	FALSE
NOL3	ENSG00000140939	1.686	FALSE
NOL4	ENSG00000101746	0.326	TRUE
NOL4L	ENSG00000197183	0.187	TRUE
NOL6	ENSG00000165271	0.34	TRUE
NOL7	ENSG00000225921	1.369	FALSE
NOL8	ENSG00000198000	0.948	FALSE
NOL9	ENSG00000162408	0.628	FALSE
NOLC1	ENSG00000166197	0.64	FALSE
NOM1	ENSG00000146909	0.961	FALSE
NOMO1	ENSG00000103512	0.548	FALSE
NOMO2	ENSG00000185164	0.566	FALSE
NOMO3	ENSG00000103226	0.571	FALSE
NOP10	ENSG00000182117	1.215	FALSE
NOP14	ENSG00000087269	0.701	FALSE
NOP16	ENSG00000048162	0.855	FALSE
NOP2	ENSG00000111641	0.208	TRUE
NOP53	ENSG00000105373	1.078	FALSE
NOP56	ENSG00000101361	0.723	FALSE
NOP58	ENSG00000055044	0.995	FALSE
NOP9	ENSG00000196943	0.964	FALSE
NOPCHAP1	ENSG00000151131	1.346	FALSE
NOS1	ENSG00000089250	0.399	TRUE
NOS1AP	ENSG00000198929	0.495	FALSE
NOS2	ENSG00000007171	0.858	FALSE
NOS3	ENSG00000164867	0.9	FALSE
NOSIP	ENSG00000142546	1.133	FALSE
NOSTRIN	ENSG00000163072	1.474	FALSE
NOTCH1	ENSG00000148400	0.217	TRUE
NOTCH2	ENSG00000134250	0.151	TRUE
NOTCH2NLA	ENSG00000264343	NA	NA
NOTCH2NLB	ENSG00000286019	1.296	FALSE
NOTCH2NLC	ENSG00000286219	1.916	FALSE
NOTCH2NLR	ENSG00000286106	1.899	FALSE
NOTCH3	ENSG00000074181	0.566	FALSE
NOTCH4	ENSG00000204301	0.866	FALSE
NOTO	ENSG00000214513	1.597	FALSE
NOTUM	ENSG00000185269	0.873	FALSE
NOVA1	ENSG00000139910	0.378	TRUE
NOVA2	ENSG00000104967	0.611	FALSE
NOX3	ENSG00000074771	1.2	FALSE
NOX4	ENSG00000086991	1.018	FALSE
NOX5	ENSG00000255346	1.069	FALSE
NOXA1	ENSG00000188747	1.564	FALSE
NOXO1	ENSG00000196408	1.685	FALSE
NOXRED1	ENSG00000165555	0.952	FALSE
NPAP1	ENSG00000185823	1.935	FALSE
NPAS1	ENSG00000130751	0.918	FALSE
NPAS2	ENSG00000170485	0.338	TRUE
NPAS3	ENSG00000151322	0.286	TRUE
NPAS4	ENSG00000174576	0.235	TRUE
NPAT	ENSG00000149308	0.474	FALSE
NPB	ENSG00000183979	1.94	FALSE
NPBWR1	ENSG00000288611	1.891	FALSE
NPBWR2	ENSG00000125522	1.878	FALSE
NPC1	ENSG00000141458	0.676	FALSE
NPC1L1	ENSG00000015520	0.955	FALSE
NPC2	ENSG00000119655	1.422	FALSE
NPDC1	ENSG00000107281	1.193	FALSE
NPEPL1	ENSG00000215440	1.287	FALSE
NPEPPS	ENSG00000141279	0.299	TRUE
NPFF	ENSG00000139574	1.73	FALSE
NPFFR1	ENSG00000148734	1.893	FALSE
NPFFR2	ENSG00000056291	1.589	FALSE
NPHP1	ENSG00000144061	0.92	FALSE
NPHP3	ENSG00000113971	0.873	FALSE
NPHP3-ACAD11	ENSG00000274810	0.915	FALSE
NPHP4	ENSG00000131697	1.183	FALSE
NPHS1	ENSG00000161270	0.871	FALSE
NPHS2	ENSG00000116218	1.319	FALSE
NPIPA1	ENSG00000183426	0.61	FALSE
NPIPA2	ENSG00000254852	1.72	FALSE
NPIPA5	ENSG00000183793	1.404	FALSE
NPIPB11	ENSG00000254206	1.158	FALSE
NPIPB15	ENSG00000196436	0.641	FALSE
NPIPB2	ENSG00000234719	1.318	FALSE
NPIPB3	ENSG00000169246	1.819	FALSE
NPIPB4	ENSG00000185864	0.651	FALSE
NPIPB5	ENSG00000243716	0.743	FALSE
NPIPB6	ENSG00000198156	0.743	FALSE
NPIPB7	ENSG00000233232	1.446	FALSE
NPIPB8	ENSG00000255524	1.853	FALSE
NPIPB9	ENSG00000196993	NA	NA
NPL	ENSG00000135838	1.182	FALSE
NPLOC4	ENSG00000182446	0.426	FALSE
NPM1	ENSG00000181163	0.313	TRUE
NPM2	ENSG00000158806	1.022	FALSE
NPM3	ENSG00000107833	1.032	FALSE
NPNT	ENSG00000168743	0.944	FALSE
NPPA	ENSG00000175206	1.301	FALSE
NPPB	ENSG00000120937	1.629	FALSE
NPPC	ENSG00000163273	1.036	FALSE
NPR1	ENSG00000169418	0.671	FALSE
NPR2	ENSG00000159899	0.517	FALSE
NPR3	ENSG00000113389	0.92	FALSE
NPRL2	ENSG00000114388	0.564	FALSE
NPRL3	ENSG00000103148	0.653	FALSE
NPS	ENSG00000214285	1.68	FALSE
NPSR1	ENSG00000187258	1.409	FALSE
NPTN	ENSG00000156642	0.288	TRUE
NPTX1	ENSG00000171246	0.52	FALSE
NPTX2	ENSG00000106236	1.092	FALSE
NPTXR	ENSG00000221890	0.815	FALSE
NPVF	ENSG00000105954	1.737	FALSE
NPW	ENSG00000183971	1.923	FALSE
NPY	ENSG00000122585	1.419	FALSE
NPY1R	ENSG00000164128	0.683	FALSE
NPY2R	ENSG00000185149	1.079	FALSE
NPY4R	ENSG00000204174	1.625	FALSE
NPY4R2	ENSG00000264717	1.466	FALSE
NPY5R	ENSG00000164129	1.18	FALSE
NQO1	ENSG00000181019	1.234	FALSE
NQO2	ENSG00000124588	1.07	FALSE
NR0B2	ENSG00000131910	1.34	FALSE
NR1D1	ENSG00000126368	0.476	FALSE
NR1D2	ENSG00000174738	0.702	FALSE
NR1H2	ENSG00000131408	0.901	FALSE
NR1H3	ENSG00000025434	0.556	FALSE
NR1H4	ENSG00000012504	0.577	FALSE
NR1I2	ENSG00000144852	1.177	FALSE
NR1I3	ENSG00000143257	1.015	FALSE
NR2C1	ENSG00000120798	0.701	FALSE
NR2C2	ENSG00000177463	0.159	TRUE
NR2C2AP	ENSG00000184162	1.018	FALSE
NR2E1	ENSG00000112333	0.268	TRUE
NR2E3	ENSG00000278570	1.47	FALSE
NR2F1	ENSG00000175745	0.133	TRUE
NR2F2	ENSG00000185551	0.197	TRUE
NR2F6	ENSG00000160113	1.256	FALSE
NR3C1	ENSG00000113580	0.294	TRUE
NR3C2	ENSG00000151623	0.268	TRUE
NR4A1	ENSG00000123358	0.713	FALSE
NR4A2	ENSG00000153234	0.093	TRUE
NR4A3	ENSG00000119508	0.437	FALSE
NR5A1	ENSG00000136931	0.314	TRUE
NR5A2	ENSG00000116833	0.619	FALSE
NR6A1	ENSG00000148200	0.193	TRUE
NRAP	ENSG00000197893	1.045	FALSE
NRARP	ENSG00000198435	1.775	FALSE
NRAS	ENSG00000213281	0.55	FALSE
NRBF2	ENSG00000148572	0.736	FALSE
NRBP1	ENSG00000115216	0.215	TRUE
NRBP2	ENSG00000185189	0.914	FALSE
NRCAM	ENSG00000091129	0.652	FALSE
NRDC	ENSG00000078618	0.503	FALSE
NRDE2	ENSG00000119720	0.696	FALSE
NREP	ENSG00000134986	1.829	FALSE
NRF1	ENSG00000106459	0.188	TRUE
NRG1	ENSG00000157168	0.397	TRUE
NRG2	ENSG00000158458	0.58	FALSE
NRG3	ENSG00000185737	0.636	FALSE
NRGN	ENSG00000154146	1.539	FALSE
NRIP1	ENSG00000180530	0.489	FALSE
NRIP2	ENSG00000053702	1.033	FALSE
NRIP3	ENSG00000175352	1.684	FALSE
NRL	ENSG00000129535	1.917	FALSE
NRM	ENSG00000137404	1.265	FALSE
NRN1	ENSG00000124785	0.62	FALSE
NRN1L	ENSG00000188038	1.902	FALSE
NRP1	ENSG00000099250	0.408	FALSE
NRP2	ENSG00000118257	0.562	FALSE
NRROS	ENSG00000174004	0.909	FALSE
NRSN1	ENSG00000152954	1.197	FALSE
NRSN2	ENSG00000125841	1.565	FALSE
NRTN	ENSG00000171119	1.145	FALSE
NRXN1	ENSG00000179915	0.317	TRUE
NRXN2	ENSG00000110076	0.317	TRUE
NRXN3	ENSG00000021645	0.319	TRUE
NSA2	ENSG00000164346	0.91	FALSE
NSD1	ENSG00000165671	0.144	TRUE
NSD2	ENSG00000109685	0.139	TRUE
NSD3	ENSG00000147548	0.176	TRUE
NSF	ENSG00000073969	0.425	FALSE
NSFL1C	ENSG00000088833	0.552	FALSE
NSG1	ENSG00000168824	0.859	FALSE
NSG2	ENSG00000170091	0.48	FALSE
NSL1	ENSG00000117697	0.981	FALSE
NSMAF	ENSG00000035681	0.786	FALSE
NSMCE1	ENSG00000169189	0.846	FALSE
NSMCE2	ENSG00000156831	1.113	FALSE
NSMCE3	ENSG00000185115	NA	NA
NSMCE4A	ENSG00000107672	1.255	FALSE
NSMF	ENSG00000165802	0.658	FALSE
NSRP1	ENSG00000126653	0.582	FALSE
NSUN2	ENSG00000037474	0.965	FALSE
NSUN3	ENSG00000178694	0.795	FALSE
NSUN4	ENSG00000117481	0.929	FALSE
NSUN5	ENSG00000130305	0.989	FALSE
NSUN6	ENSG00000241058	1.546	FALSE
NSUN7	ENSG00000179299	1.245	FALSE
NT5C	ENSG00000125458	1.187	FALSE
NT5C1A	ENSG00000116981	0.932	FALSE
NT5C1B	ENSG00000185013	0.953	FALSE
NT5C1B-RDH14	ENSG00000250741	0.924	FALSE
NT5C2	ENSG00000076685	1.128	FALSE
NT5C3A	ENSG00000122643	1.137	FALSE
NT5C3B	ENSG00000141698	1.386	FALSE
NT5DC1	ENSG00000178425	1.406	FALSE
NT5DC2	ENSG00000168268	0.788	FALSE
NT5DC3	ENSG00000111696	0.709	FALSE
NT5DC4	ENSG00000144130	1.809	FALSE
NT5E	ENSG00000135318	1.254	FALSE
NT5M	ENSG00000205309	1.519	FALSE
NTAN1	ENSG00000157045	1.633	FALSE
NTAQ1	ENSG00000156795	1.057	FALSE
NTF3	ENSG00000185652	0.52	FALSE
NTF4	ENSG00000225950	1.493	FALSE
NTHL1	ENSG00000065057	1.381	FALSE
NTM	ENSG00000182667	0.492	FALSE
NTMT1	ENSG00000148335	0.796	FALSE
NTMT2	ENSG00000203740	1.196	FALSE
NTN1	ENSG00000065320	0.444	FALSE
NTN3	ENSG00000162068	1.738	FALSE
NTN4	ENSG00000074527	0.533	FALSE
NTN5	ENSG00000142233	1.607	FALSE
NTNG1	ENSG00000162631	0.444	FALSE
NTNG2	ENSG00000196358	0.501	FALSE
NTPCR	ENSG00000135778	1.251	FALSE
NTRK1	ENSG00000198400	0.954	FALSE
NTRK2	ENSG00000148053	0.123	TRUE
NTRK3	ENSG00000140538	0.347	TRUE
NTS	ENSG00000133636	1.808	FALSE
NTSR1	ENSG00000101188	1.261	FALSE
NTSR2	ENSG00000169006	1.731	FALSE
NUAK1	ENSG00000074590	0.637	FALSE
NUAK2	ENSG00000163545	0.962	FALSE
NUB1	ENSG00000013374	0.728	FALSE
NUBP1	ENSG00000103274	1.498	FALSE
NUBP2	ENSG00000095906	1.457	FALSE
NUBPL	ENSG00000151413	0.896	FALSE
NUCB1	ENSG00000104805	1.004	FALSE
NUCB2	ENSG00000070081	1.254	FALSE
NUCKS1	ENSG00000069275	0.285	TRUE
NUDC	ENSG00000090273	0.511	FALSE
NUDCD1	ENSG00000120526	1.013	FALSE
NUDCD2	ENSG00000170584	1.181	FALSE
NUDCD3	ENSG00000015676	0.492	FALSE
NUDT1	ENSG00000106268	1.738	FALSE
NUDT12	ENSG00000112874	1.239	FALSE
NUDT13	ENSG00000166321	1.251	FALSE
NUDT14	ENSG00000183828	1.607	FALSE
NUDT15	ENSG00000136159	1.364	FALSE
NUDT16	ENSG00000198585	1.591	FALSE
NUDT16L1	ENSG00000168101	1.894	FALSE
NUDT17	ENSG00000186364	1.374	FALSE
NUDT18	ENSG00000275074	1.645	FALSE
NUDT19	ENSG00000213965	1.95	FALSE
NUDT2	ENSG00000164978	1.28	FALSE
NUDT21	ENSG00000167005	0.514	FALSE
NUDT22	ENSG00000149761	1.224	FALSE
NUDT3	ENSG00000272325	0.679	FALSE
NUDT4	ENSG00000173598	1.776	FALSE
NUDT5	ENSG00000165609	0.976	FALSE
NUDT6	ENSG00000170917	1.106	FALSE
NUDT7	ENSG00000140876	1.941	FALSE
NUDT8	ENSG00000167799	1.756	FALSE
NUDT9	ENSG00000170502	1.06	FALSE
NUF2	ENSG00000143228	0.989	FALSE
NUFIP1	ENSG00000083635	0.866	FALSE
NUFIP2	ENSG00000108256	0.199	TRUE
NUGGC	ENSG00000189233	0.764	FALSE
NUMA1	ENSG00000137497	0.325	TRUE
NUMB	ENSG00000133961	0.646	FALSE
NUMBL	ENSG00000105245	0.622	FALSE
NUP107	ENSG00000111581	0.833	FALSE
NUP133	ENSG00000069248	0.57	FALSE
NUP153	ENSG00000124789	0.172	TRUE
NUP155	ENSG00000113569	0.473	FALSE
NUP160	ENSG00000030066	0.595	FALSE
NUP188	ENSG00000095319	0.539	FALSE
NUP205	ENSG00000155561	0.366	TRUE
NUP210	ENSG00000132182	0.894	FALSE
NUP210L	ENSG00000143552	0.421	FALSE
NUP214	ENSG00000126883	0.457	FALSE
NUP35	ENSG00000163002	0.913	FALSE
NUP37	ENSG00000075188	1.144	FALSE
NUP42	ENSG00000136243	1.526	FALSE
NUP43	ENSG00000120253	0.843	FALSE
NUP50	ENSG00000093000	0.663	FALSE
NUP54	ENSG00000138750	0.611	FALSE
NUP58	ENSG00000139496	0.367	TRUE
NUP62	ENSG00000213024	0.158	TRUE
NUP85	ENSG00000125450	0.352	TRUE
NUP88	ENSG00000108559	0.747	FALSE
NUP93	ENSG00000102900	0.673	FALSE
NUP98	ENSG00000110713	0.155	TRUE
NUPR1	ENSG00000176046	1.751	FALSE
NUPR2	ENSG00000185290	1.97	FALSE
NUS1	ENSG00000153989	0.182	TRUE
NUSAP1	ENSG00000137804	1.046	FALSE
NUTF2	ENSG00000102898	0.403	FALSE
NUTM1	ENSG00000184507	0.531	FALSE
NUTM2A	ENSG00000184923	1.178	FALSE
NUTM2B	ENSG00000188199	0.497	FALSE
NUTM2D	ENSG00000214562	0.464	FALSE
NUTM2F	ENSG00000130950	0.911	FALSE
NUTM2G	ENSG00000188152	1.116	FALSE
NVL	ENSG00000143748	0.892	FALSE
NWD1	ENSG00000188039	1.064	FALSE
NWD2	ENSG00000174145	0.323	TRUE
NXF1	ENSG00000162231	0.606	FALSE
NXN	ENSG00000167693	0.64	FALSE
NXNL1	ENSG00000171773	1.448	FALSE
NXNL2	ENSG00000130045	1.371	FALSE
NXPE1	ENSG00000095110	1.266	FALSE
NXPE2	ENSG00000204361	1.119	FALSE
NXPE3	ENSG00000144815	0.805	FALSE
NXPE4	ENSG00000137634	1.571	FALSE
NXPH1	ENSG00000122584	0.426	FALSE
NXPH2	ENSG00000144227	0.533	FALSE
NXPH3	ENSG00000182575	0.712	FALSE
NXPH4	ENSG00000182379	1.042	FALSE
NXT1	ENSG00000132661	0.739	FALSE
NYAP1	ENSG00000166924	0.665	FALSE
NYAP2	ENSG00000144460	0.697	FALSE
NYNRIN	ENSG00000205978	0.696	FALSE
OAF	ENSG00000184232	0.951	FALSE
OARD1	ENSG00000124596	1.764	FALSE
OAS1	ENSG00000089127	0.817	FALSE
OAS2	ENSG00000111335	1.08	FALSE
OAS3	ENSG00000111331	1.112	FALSE
OASL	ENSG00000135114	1.049	FALSE
OAT	ENSG00000065154	0.968	FALSE
OAZ1	ENSG00000104904	1.422	FALSE
OAZ2	ENSG00000180304	1.16	FALSE
OAZ3	ENSG00000143450	1.177	FALSE
OBI1	ENSG00000152193	1.172	FALSE
OBP2A	ENSG00000122136	1.081	FALSE
OBP2B	ENSG00000171102	0.848	FALSE
OBSCN	ENSG00000154358	1.007	FALSE
OBSL1	ENSG00000124006	1.212	FALSE
OC90	ENSG00000253117	1.274	FALSE
OCA2	ENSG00000104044	0.869	FALSE
OCEL1	ENSG00000099330	1.156	FALSE
OCIAD1	ENSG00000109180	1.108	FALSE
OCIAD2	ENSG00000145247	1.965	FALSE
OCLN	ENSG00000197822	0.728	FALSE
OCM	ENSG00000122543	1.861	FALSE
OCM2	ENSG00000135175	0.94	FALSE
OCSTAMP	ENSG00000149635	1.034	FALSE
ODAD1	ENSG00000105479	0.904	FALSE
ODAD2	ENSG00000169126	0.977	FALSE
ODAD3	ENSG00000198003	1.019	FALSE
ODAD4	ENSG00000204815	1.044	FALSE
ODAM	ENSG00000109205	1.394	FALSE
ODAPH	ENSG00000174792	1.704	FALSE
ODC1	ENSG00000115758	0.617	FALSE
ODF1	ENSG00000155087	0.72	FALSE
ODF2	ENSG00000136811	0.564	FALSE
ODF2L	ENSG00000122417	1.719	FALSE
ODF3	ENSG00000177947	1.477	FALSE
ODF3B	ENSG00000177989	1.521	FALSE
ODF3L1	ENSG00000182950	1.578	FALSE
ODF3L2	ENSG00000181781	1.941	FALSE
ODF4	ENSG00000184650	1.125	FALSE
ODR4	ENSG00000157181	1.358	FALSE
OGA	ENSG00000198408	0.32	TRUE
OGDH	ENSG00000105953	0.415	FALSE
OGDHL	ENSG00000197444	0.847	FALSE
OGFOD1	ENSG00000087263	1.006	FALSE
OGFOD2	ENSG00000111325	1.391	FALSE
OGFOD3	ENSG00000181396	1.217	FALSE
OGFR	ENSG00000060491	0.984	FALSE
OGFRL1	ENSG00000119900	1.306	FALSE
OGG1	ENSG00000114026	1.099	FALSE
OGN	ENSG00000106809	0.887	FALSE
OIP5	ENSG00000104147	1.743	FALSE
